LIBNAME,CITY,STABR,LATITUDE,LONGITUD,log_VISITS,HRS_OPEN,gwr_local_r2,gwr_predictions,gwr_residuals,gwr_std_residuals,gwr_coef_intercept,gwr_coef_log_TOTSTAFF,gwr_coef_log_TOTINCM,gwr_coef_HRS_OPEN,gwr_coef_log_TOTCOLL,gwr_coef_log_TOTSTAFF_cv,gwr_coef_log_TOTINCM_cv,gwr_coef_HRS_OPEN_cv,gwr_coef_log_TOTCOLL_cv
ARLEY PUBLIC LIBRARY,ARLEY,AL,34.07846629,-87.21236804,8.966356154790121,1820,0.8367657389694493,8.361088759909393,0.6052673948807286,1.1667176650916653,9.99222207408004,0.3747853930987211,0.5689869385480499,0.14157079319026353,0.7046408848630419,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
DOUBLE SPRINGS PUBLIC LIBRARY,DOUBLE SPRINGS,AL,34.14831577,-87.38865824,8.728264161496178,2210,0.8408975685443174,8.244969639331455,0.4832945221647229,0.9316019022678912,10.004774776530478,0.3875486008851294,0.5383073115412039,0.13721439125625082,0.7276835350111405,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HALEYVILLE PUBLIC LIBRARY,HALEYVILLE,AL,34.22626767,-87.62361776,8.98882050177807,2340,0.8452810334639387,9.062471483824801,-0.07365098204673082,-0.14197014828826676,10.023062310218306,0.4083040936037583,0.5031607567924196,0.11967949181070546,0.7537381686667116,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
JASPER PUBLIC LIBRARY,JASPER,AL,33.8334779,-87.27474585,10.291976036437175,2124,0.8275762636544571,9.972514403479142,0.3194616329580331,0.6157964787854034,9.983264253722469,0.3115962393298045,0.665324601858983,0.14279827118443558,0.6767370322408744,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SUMITON PUBLIC LIBRARY,SUMITON,AL,33.7534234,-87.04945892,8.81314100828505,2340,0.8228747632944433,8.476535844552057,0.3366051637329939,0.6488424686509748,9.967913967061953,0.29434708635071566,0.6904545795387118,0.13892062506841965,0.6632089473155471,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
CHEAHA REGIONAL LIBRARY,HEFLIN,AL,33.64383087,-85.58905583,7.743269700829004,3560,0.8650438530907165,9.51254564959381,-1.7692759487648049,-3.4104686974795424,9.932520877244357,0.4300989813549092,0.5595982573887075,0.03601059933716363,0.6735069017069026,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY,ROANOKE,AL,33.14955216,-85.37048706,10.654195843620604,1892,0.8666218208784314,9.324059933520934,1.3301359100996706,2.563979286529839,9.934263020853919,0.2674866841742021,0.7069661300148274,0.045088358133441656,0.7066212126588,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ASHLAND CITY PUBLIC LIBRARY,ASHLAND,AL,33.27481342,-85.83790122,9.069698042173716,1768,0.8351420064005144,8.720456814441016,0.3492412277326995,0.6731998340243245,9.918959625489457,0.2728593202914822,0.7346106582142836,0.0561950835558262,0.6670119499130002,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SYLACAUGA - B. B. COMER MEMORIAL LIBRARY,SYLACAUGA,AL,33.17178627,-86.25068711,10.814926533679259,2659,0.8137895479938659,11.024705536766513,-0.20977900308725417,-0.40437147405808704,9.91887754606393,0.17572996456387088,0.8528175709738621,0.08824765194556919,0.6394450477087258,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
CHEROKEE COUNTY PUBLIC LIBRARY,CENTRE,AL,34.14943219,-85.6763325,10.559737318992255,1959,0.8790196422143658,9.789916563509891,0.769820755482364,1.4839118742757882,9.958953948585256,0.519888446697682,0.5047018632394255,0.023107740632878748,0.6410790951243864,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,CHILDERSBURG,AL,33.27753885,-86.35562795,9.067624069774588,2490,0.8117782655622576,9.253845976595375,-0.1862219068207871,-0.35896265047893483,9.922272243438155,0.2008814351856178,0.8232880711488368,0.09837568260869074,0.636539927502242,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LINCOLN PUBLIC LIBRARY,LINCOLN,AL,33.60385673,-86.12320681,9.323936878558722,2170,0.8314135834780431,9.293083229194783,0.030853649363939084,0.05947371037976607,9.933315108589317,0.3542529010879219,0.6496380090822944,0.06372040670850533,0.6550198580186659,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LINEVILLE PUBLIC LIBRARY,LINEVILLE,AL,33.31085532,-85.75448352,8.77971129020447,2080,0.8423720286577071,8.174845977306761,0.604865312897708,1.1659426090480507,9.921313045720389,0.29490613177412855,0.7051386333373179,0.051571660918647094,0.673771088536944,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY,HEFLIN,AL,33.6438617,-85.58789356,9.044875932248651,2000,0.8651245851642456,8.58322139125986,0.4616545409887909,0.8898885231502432,9.932535755574568,0.43021123192332317,0.5594359225139739,0.03597649733784698,0.673564184060426,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
OXFORD PUBLIC LIBRARY,OXFORD,AL,33.60969701,-85.8354595,10.574644715204458,2496,0.8466965211389161,10.579035639892984,-0.004390924688525644,-0.008463977150461736,9.929644081268414,0.39799883351623055,0.6019980535945508,0.04576716768787642,0.6622343144406168,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,TALLADEGA,AL,33.43319166,-86.09957653,9.588297240667746,2192,0.8252511612777454,9.852701487915473,-0.26440424724772704,-0.5096674768842889,9.92444218898918,0.2972820092741575,0.7136034089949991,0.06863882628587756,0.6521961747841385,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ABBEVILLE MEMORIAL LIBRARY,ABBEVILLE,AL,31.56734062,-85.25038787,9.234642664499148,1954,0.8699531220974547,9.27373137565709,-0.03908871115794099,-0.07534767311003472,10.044254480899749,-0.07017063816288,1.0370701981823,0.056213165212325555,0.7302136148473632,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,HEADLAND,AL,31.35190474,-85.34188845,9.812249072101856,1576,0.8694442213876061,9.518270901718553,0.2939781703833031,0.5666743780327292,10.053637305412051,-0.0966669248248897,1.0534737450973422,0.05498120556428002,0.7377423903021108,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,BRUNDIDGE,AL,31.71840174,-85.81566848,8.826587830773668,2282,0.8472947715836798,9.274645645644107,-0.44805781487043816,-0.8636793787557705,10.008797423870305,-0.08175467058701105,1.072361330969283,0.06091298252207127,0.7100712738429275,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
OZARK - DALE COUNTY PUBLIC LIBRARY,OZARK,AL,31.51723076,-85.65877845,10.271769869516577,1845,0.8567275028333986,9.779459571440787,0.49231029807578963,0.9489807749924368,10.03209717025487,-0.09697140289893195,1.066840738028415,0.055960792796410315,0.7289289316444766,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
CLIO - ELTON B. STEPHENS LIBRARY,CLIO,AL,31.70269725,-85.61497843,7.754052639035757,960,0.8541706962851119,7.192855980106549,0.5611966589292088,1.0817666061330695,10.019027804344784,-0.07384385516187802,1.057688745395117,0.05939075975343644,0.7177218237370556,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LOUISVILLE PUBLIC LIBRARY,LOUISVILLE,AL,31.78392939,-85.55529774,4.7535901911063645,900,0.8552260158990079,5.682238113157045,-0.9286479220506809,-1.7900682317782892,10.013995846035078,-0.05844872449619809,1.0477211970071127,0.05964373382510099,0.7130152585967118,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,MIDLAND CITY,AL,31.31792635,-85.49492865,9.474472303967703,1800,0.8650700440890732,8.225602015585244,1.2488702883824594,2.4073311055373527,10.052926662181948,-0.10902573283536743,1.0615414865650563,0.053174360004801434,0.7426655958051569,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
NEWTON PUBLIC LIBRARY,NEWTON,AL,31.33138967,-85.59628244,7.029972911706386,1520,0.8619265606464211,6.8641500765611445,0.16582283514524132,0.31964125719618547,10.048645006056656,-0.11193044801702602,1.0653721548077664,0.05223408975673187,0.7424613671847241,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,CLAYTON,AL,31.88137751,-85.44959246,8.51097389160232,1250,0.8581254727176918,7.352878075898957,1.1580958157033638,2.2323535969025925,10.010763418810576,-0.03762208671842726,1.028974502941883,0.05839198592552569,0.7117157569053677,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
TROY PUBLIC LIBRARY,TROY,AL,31.80839212,-85.96660267,11.071190485689032,2236,0.8394741826608366,10.905363427401419,0.16582705828761313,0.3196493977549683,9.995275688467963,-0.08229352758046926,1.0828374667985048,0.0648715378627745,0.6994042176727419,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
UNION SPRINGS PUBLIC LIBRARY,UNION SPRINGS,AL,32.14360282,-85.71618401,8.423102268016642,1560,0.8407946634311002,7.8660870287821805,0.5570152392344614,1.0737064722744047,9.976284767841413,-0.0167238415134921,1.0319774432639928,0.06452173477441152,0.6888673501620158,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ANDALUSIA PUBLIC LIBRARY,ANDALUSIA,AL,31.30658506,-86.48306445,10.489912179174006,2080,0.8452857927628884,10.333133974258304,0.15677820491570138,0.30220676468547325,10.031394716178673,-0.12403418405949908,1.0764238903317063,0.01132077737292158,0.7513026995447366,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
BRANTLEY PUBLIC LIBRARY,BRANTLEY,AL,31.58410649,-86.25573137,7.1316985104669115,832,0.8400935882685008,8.251257381123724,-1.119558870656812,-2.1580695120092726,10.008855543458584,-0.10749152586681573,1.0911109656720106,0.04033680267421125,0.717300677584774,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ELBA PUBLIC LIBRARY,ELBA,AL,31.41460356,-86.06633776,9.550591175100745,2264,0.8483896365313117,9.395372042037506,0.1552191330632393,0.2992014868747081,10.028342143272976,-0.11617430192423918,1.0794977785451345,0.04061293717155095,0.7358190789585733,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
GENEVA - EMMA KNOX KENAN LIBRARY,GENEVA,AL,31.03566895,-85.8648253,8.906257878156621,1722,0.8603549058689193,8.70397787481139,0.20228000334523166,0.38991634968903094,10.064152930801162,-0.1396075210578455,1.0652765918668663,0.032344979395544954,0.769833910968596,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ENTERPRISE PUBLIC LIBRARY,ENTERPRISE,AL,31.31397252,-85.85282496,10.93505150645111,2512,0.8554549809486279,10.335272739324088,0.599778767127022,1.1561377478327426,10.042553378803133,-0.12145006662394557,1.0729465803672271,0.04538871679706212,0.7453226338280916,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
FLORALA PUBLIC LIBRARY,FLORALA,AL,31.00568149,-86.32716294,9.218804450388312,1944,0.8534881074717326,8.70570790849893,0.5130965418893823,0.9890484839973136,10.055696821035633,-0.1331324151267986,1.0572016787335645,0.007915064661487559,0.7761081243240311,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,HARTFORD,AL,31.09828821,-85.69671402,9.03884005381381,2295,0.862983635038497,9.245411657056222,-0.20657160324241097,-0.39818886767677314,10.063086284318072,-0.1331460108823345,1.0653719908688466,0.04280881050871237,0.7615039191666696,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LUVERNE PUBLIC LIBRARY,LUVERNE,AL,31.71627026,-86.26129539,9.948556515903705,2029,0.8356836864475066,9.484737084086218,0.4638194318174875,0.8940615818581769,9.9958862709043,-0.1002367239943238,1.0982463670873157,0.04957726441879921,0.7018939549884893,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
OPP PUBLIC LIBRARY,OPP,AL,31.30539124,-86.25496923,9.097171673870545,2080,0.8478157699966051,9.26371374051759,-0.16654206664704496,-0.3210276528711252,10.033814516071278,-0.12095431456077328,1.075559388518533,0.02311374329897819,0.7469857197146409,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SAMSON PUBLIC LIBRARY,SAMSON,AL,31.11672254,-86.04601508,7.3914152346753585,1456,0.8554056961963099,7.529139422278253,-0.1377241876028945,-0.2654781076029373,10.053791484853207,-0.1342759098475811,1.067840453227694,0.0253965080975473,0.7649926678046716,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SLOCOMB PUBLIC LIBRARY,SLOCOMB,AL,31.1073924,-85.59370273,8.412054873292933,1000,0.8653346496635218,7.815097013804547,0.596957859488386,1.1507001465321849,10.065543275612898,-0.13078340445082906,1.0640333671125932,0.046197591961629474,0.7596950537315809,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HORSESHOE BEND REGIONAL LIBRARY,DADEVILLE,AL,32.83156009,-85.76545581,8.412054873292933,2767,0.8372455605430149,10.209892259200382,-1.7978373859074495,-3.465523923544206,9.933924025386215,0.1215451572171508,0.8922566076002919,0.062280261931474054,0.6749012948293707,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,ALEXANDER CITY,AL,32.9411837,-85.9538698,10.501307053138621,4836,0.8259135697239951,10.156139478799728,0.3451675743388929,0.6653474312413341,9.9241298485649,0.1347590247832909,0.8899298682580327,0.06901832402152207,0.6587211539948183,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
DADEVILLE PUBLIC LIBRARY,DADEVILLE,AL,32.83153612,-85.76545623,9.803667217253917,2128,0.8372460520040766,9.163497157191948,0.6401700600619691,1.233996286689575,9.933925996396987,0.12153787451914438,0.8922641323358433,0.06228072897266705,0.6749012178287502,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
GOODWATER PUBLIC LIBRARY,GOODWATER,AL,33.06366325,-86.05496409,8.222016437202196,1996,0.8208357447026122,7.73809269966245,0.4839237375397465,0.9328147822270569,9.918977749014331,0.1629765734593335,0.8635881773070189,0.07347390663538682,0.6509829651379526,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
AUBURN PUBLIC LIBRARY,AUBURN,AL,32.60446547,-85.46556762,11.867314798891258,3423,0.8547683273520753,12.291573357751961,-0.4242585588607035,-0.8178037663612386,9.95725229768566,0.08987014001096,0.907797489137184,0.05655711255471366,0.6983704921534366,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
OPELIKA PUBLIC LIBRARY,OPELIKA,AL,32.64917402,-85.37588394,12.833055984835108,3020,0.8601480971425661,11.708289463076738,1.124766521758369,2.1681078167076744,9.958250659194588,0.10766936147254204,0.882379510311509,0.054266157635859326,0.70503933714103,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
MILLBROOK PUBLIC LIBRARY,MILLBROOK,AL,32.47686173,-86.36257955,9.876270506242575,2808,0.8097231079498387,9.739966696972182,0.13630380927039276,0.26274017639160907,9.930631895779753,-0.02342875489271356,1.0827442881912734,0.09550312580683167,0.6254058774642878,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ROCKFORD PUBLIC LIBRARY,ROCKFORD,AL,32.88894431,-86.21959744,6.3561076606958915,2000,0.8131418567340628,6.597773671635852,-0.24166601093996043,-0.46583709349063573,9.920955118875387,0.08909950246626694,0.9520777972216733,0.08722918189099005,0.6367599166835402,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
TALLASSEE COMMUNITY PUBLIC LIBRARY,TALLASSEE,AL,32.53504127,-85.8835499,9.443196602144186,2287,0.8311322788206851,9.140732072267387,0.30246452987679895,0.5830327439667328,9.946234458756017,0.04083156639153961,0.9884977291830925,0.06973685045081987,0.664598358160711,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
WETUMPKA PUBLIC LIBRARY,WETUMPKA,AL,32.53280225,-86.20642007,10.23942393132546,2844,0.8162683016723095,10.319981216110056,-0.08055728478459656,-0.15528278576533872,9.936271336975336,0.010577724174812777,1.037375970379215,0.08637720153604035,0.639358616758939,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
FLORENCE - LAUDERDALE PUBLIC LIBRARY,FLORENCE,AL,34.80372518,-87.67472134,11.674457407556627,2672,0.8816398377786852,11.602355129439188,0.07210227811743941,0.13898485575874397,10.048371319982655,0.37296859262314125,0.3889570496040594,0.04053013819920839,0.9119451985593956,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,TUSCUMBIA,AL,34.73660479,-87.70355964,9.770013301136158,1820,0.8763646218785275,9.50489175344563,0.2651215476905282,0.511050150236385,10.049754367281903,0.39693587659056173,0.3934860801114526,0.04475995033401335,0.8862509313317823,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LEIGHTON PUBLIC LIBRARY,LEIGHTON,AL,34.70084102,-87.52902245,8.738094230177667,1040,0.876748575888023,8.467721086550528,0.2703731436271397,0.5211731633062954,10.036400584219777,0.4130614505975787,0.396701444743889,0.05052680341553798,0.863014880605012,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
MUSCLE SHOALS PUBLIC LIBRARY,MUSCLE SHOALS,AL,34.74443182,-87.64661057,11.652696102959753,2288,0.8786251046866662,11.075543453952111,0.5771526490076422,1.1125234842434524,10.04727889280661,0.3946147137635441,0.3898511499061603,0.045071940366556526,0.8906434802141249,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ROGERSVILLE PUBLIC LIBRARY,ROGERSVILLE,AL,34.8247017,-87.29198323,9.397483619049352,1840,0.8932229320388222,9.670168311488352,-0.2726846924390003,-0.5256289209686602,10.028072022398343,0.3928033708098704,0.3794225186539325,0.03832539316493942,0.9006328647696098,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SHEFFIELD PUBLIC LIBRARY,SHEFFIELD,AL,34.76105751,-87.69856617,9.648659816955295,1820,0.8782013949251357,9.689749496123362,-0.04108967916806705,-0.0792047530460148,10.049941754879887,0.3882631677683323,0.39178705986619966,0.043004238716417925,0.8958599171818604,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HAMILTON - CLYDE NIX PUBLIC LIBRARY,HAMILTON,AL,34.1433955,-87.99285509,8.93840040647301,2080,0.8438314485521903,8.959830426321462,-0.021430019848452275,-0.04130865619381534,10.048519584142028,0.4529905611192304,0.5005255289221731,0.07511734856853823,0.748882375906739,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
KENNEDY PUBLIC LIBRARY,KENNEDY,AL,33.58499025,-87.98735897,4.553876891600541,1536,0.8300733987369977,6.926062438953563,-2.3721855473530225,-4.5726414579415735,10.024188805466364,0.33409896782800785,0.7223124909135448,0.08015720217282403,0.6639177111976023,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
GUIN - MCHS COMMUNITY LIBRARY,GUIN,AL,33.97142046,-87.9157865,8.298290634359283,1326,0.83766877357813,7.782141541084031,0.5161490932752519,0.9949326034057215,10.03368215283886,0.4073787037865754,0.5714078690453133,0.0968511826837073,0.7178476545901941,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
MILLPORT PUBLIC LIBRARY,MILLPORT,AL,33.56150395,-88.07999954,6.630683385642372,1680,0.8315148828724716,7.505199502181146,-0.874516116538774,-1.685723384743379,10.031647320130826,0.3509288064955658,0.7191114258221208,0.06521666001368731,0.6632099075731316,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
RUSSELLVILLE PUBLIC LIBRARY,RUSSELLVILLE,AL,34.50402013,-87.72802566,9.89075686005731,1804,0.8606338487104057,9.249699789956223,0.6410570701010876,1.2357060934468962,10.043507192982023,0.4406611463244774,0.418777111511918,0.07263924131533502,0.8179713939187166,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
SULLIGENT PUBLIC LIBRARY,SULLIGENT,AL,33.90389903,-88.13498946,8.107418811719974,1825,0.8393599559296996,8.610089365063844,-0.5026705533438705,-0.9689512755321376,10.048686339905261,0.44752181561486304,0.5687073303509265,0.046874661340154104,0.7127157822068748,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,VERNON,AL,33.75795279,-88.11082505,8.549853973655786,2074,0.8355875088776081,8.76067000788097,-0.2108160342251839,-0.4063704625350909,10.040512014666989,0.4102177405637011,0.6290379640587607,0.05686242019261115,0.6907036580927143,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
RED BAY - WEATHERFORD PUBLIC LIBRARY,RED BAY,AL,34.44228958,-88.14637457,8.419359831067474,1680,0.8583405060723293,8.362220703446878,0.05713912762059614,0.11014178217218092,10.0694960175562,0.47956359116737335,0.4308828529187766,0.0138448162455021,0.8067653928002122,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
WINFIELD PUBLIC LIBRARY,WINFIELD,AL,33.9308428,-87.81502025,8.911260254572033,1750,0.8356699045530355,9.304071600112636,-0.3928113455406024,-0.7571858979467374,10.023842853334097,0.38022400900576037,0.5981554020065374,0.1106709807219392,0.7089677199028849,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ATHENS - LIMESTONE PUBLIC LIBRARY,ATHENS,AL,34.79588547,-86.97184717,11.165705679802251,2581,0.8922825552004013,10.950853527175127,0.21485215262712387,0.4141505126051477,10.01024861030734,0.44692796947032376,0.396796957577605,0.033543492760256276,0.8345310423156932,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
DECATUR PUBLIC LIBRARY,DECATUR,AL,34.60596529,-86.98136792,11.27941587140684,2340,0.8745851782007781,11.22043998821294,0.05897588319390046,0.11368232506604024,10.004108249403131,0.4589686934732603,0.4196189061822169,0.06551289273198112,0.7876805366201074,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE,HARTSELLE,AL,34.44414284,-86.93497291,9.45100945015621,1924,0.8606662061374828,9.906089599505624,-0.45508014934941343,-0.8772156798288148,9.995894813581524,0.45681289721935536,0.44903972060535824,0.09744561145632195,0.7491410125065334,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LAWRENCE COUNTY PUBLIC LIBRARY,MOULTON,AL,34.47606746,-87.29480022,9.615338704494903,1944,0.860985655299044,9.290598174448148,0.3247405300467552,0.6259721177471332,10.013235791082845,0.43664099755173297,0.43979265393691924,0.0879829047407176,0.7847778330091534,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
BALDWIN COUNTY LIBRARY COOPERATIVE,ROBERTSDALE,AL,30.55071299,-87.71686752,8.81001204797317,2626,0.8657262043404039,9.861794713329083,-1.051782665355912,-2.027423624478817,10.065080617352343,-0.059429736057256294,0.8419857931411505,-0.0016906574770587726,0.8815646866829859,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
DAPHNE PUBLIC LIBRARY,DAPHNE,AL,30.61728713,-87.90489458,11.730654383582939,3016,0.8674837606326744,11.40698961711141,0.32366476647152886,0.6238984683530071,10.057522286661722,-0.0393021504932769,0.8135467973382149,0.006098617898239039,0.877950237698293,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
FAIRHOPE PUBLIC LIBRARY,FAIRHOPE,AL,30.52309734,-87.90098646,12.113677712262371,2704,0.8692857470988571,11.343798928743823,0.7698787835185481,1.4840237295243266,10.060471487997246,-0.041649888194462414,0.7952879786327036,0.006398281157183983,0.8933708720554503,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
FOLEY PUBLIC LIBRARY,FOLEY,AL,30.40643606,-87.67939293,11.619409349413,2266,0.8679857577979109,11.720855249077085,-0.10144589966408368,-0.19554782595306713,10.070964193161585,-0.06601143391595479,0.8222129276456572,-0.0029091461566358653,0.9034298637137225,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
BAY MINETTE PUBLIC LIBRARY,BAY MINETTE,AL,30.8823403,-87.77676351,9.99035308555771,2436,0.8597768353404603,10.53728496584475,-0.5469318802870404,-1.0542697190196977,10.054297955152997,-0.0489363596380326,0.8952285987100553,-4.22265908188689e-05,0.8319218790154215,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
LOXLEY PUBLIC LIBRARY,LOXLEY,AL,30.61994791,-87.75293397,8.871224644409553,1573,0.8650717940742112,9.14111900612103,-0.2698943617114775,-0.520250259935894,10.063416501950151,-0.05646875551603704,0.8467629060094222,-0.0015340194253503012,0.8755215277083034,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
OSCAR JOHNSON MEMORIAL LIBRARY,SILVERHILL,AL,30.54498643,-87.7518913,7.431299675155903,936,0.8665285589681656,6.857025660003379,0.5742740151525236,1.1069746094841246,10.065206963607636,-0.057316249007043366,0.8324294734707955,-0.0009265605404019869,0.8864100720182976,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ROBERTSDALE PUBLIC LIBRARY,ROBERTSDALE,AL,30.55369556,-87.71189579,10.947362024764903,2200,0.865565202839607,10.288280645160748,0.6590813796041548,1.2704498785510847,10.064946800737477,-0.05962067554553153,0.8437702714927336,-0.0017607188481280622,0.8804189732873289,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,GULF SHORES,AL,30.27243275,-87.6901899,10.559166483481166,2080,0.8702367930344239,10.990933661164014,-0.43176717768284867,-0.8322774325364384,10.070924359458973,-0.06302488611324941,0.7989633295034261,0.00101821059934663,0.9141527183965756,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
ADAMSVILLE PUBLIC LIBRARY,ADAMSVILLE,AL,33.60041585,-86.95364779,8.513385953073284,2080,0.8176202155809484,8.635486340676012,-0.12210038760272823,-0.23536156141157136,9.956613913870585,0.2549965669508055,0.7453114114935016,0.13254384706242572,0.6495561132339229,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
BESSEMER PUBLIC LIBRARY,BESSEMER,AL,33.40335359,-86.95495403,10.032672010916954,2860,0.8133937815987466,10.626701457559934,-0.5940294466429794,-1.145055317442902,9.948139022784344,0.1955739625591401,0.8256670817113332,0.12766036718404727,0.6351789452634455,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
MOUNTAIN BROOK - EMMET O`NEAL LIBRARY,MOUNTAIN BROOK,AL,33.50146682,-86.75643821,11.606087885444365,2380,0.8157500757929538,12.084931985173268,-0.47884409972890296,-0.9230232368434723,9.946838199816353,0.2371585915928,0.7685098453078153,0.12168857123785791,0.6463777931853699,0.8211730503155243,0.8493006421568968,6.968107918040343,0.3075167967841864
